Date,year,region,Temperature,Weather
8/27/2017,2017,SanDiego,35,raining
8/20/2017,2017,SanDiego,-4,sunny
8/13/2017,2017,SanDiego,34,cloudy
8/6/2017,2017,SanDiego,7,raining
7/30/2017,2017,SanDiego,-5,raining
7/23/2017,2017,SanDiego,32,raining
7/16/2017,2017,SanDiego,8,raining
7/9/2017,2017,SanDiego,15,cloudy
7/2/2017,2017,SanDiego,17,cloudy
6/25/2017,2017,SanDiego,29,sunny
6/18/2017,2017,SanDiego,6,sunny
6/11/2017,2017,SanDiego,24,sunny
6/4/2017,2017,SanDiego,20,sunny
5/28/2017,2017,SanDiego,1,sunny
5/21/2017,2017,SanDiego,16,cloudy
5/14/2017,2017,SanDiego,6,sunny
5/7/2017,2017,SanDiego,18,sunny
4/30/2017,2017,SanDiego,22,sunny
4/23/2017,2017,SanDiego,8,sunny
4/16/2017,2017,SanDiego,14,sunny
4/9/2017,2017,SanDiego,19,raining
4/2/2017,2017,SanDiego,13,cloudy
3/26/2017,2017,SanDiego,1,sunny
3/19/2017,2017,SanDiego,33,sunny
3/12/2017,2017,SanDiego,10,raining
3/5/2017,2017,SanDiego,4,cloudy
2/26/2017,2017,SanDiego,6,raining
2/19/2017,2017,SanDiego,28,cloudy
2/12/2017,2017,SanDiego,14,raining
2/5/2017,2017,SanDiego,12,raining
1/29/2017,2017,SanDiego,15,cloudy
1/22/2017,2017,SanDiego,6,raining
1/15/2017,2017,SanDiego,26,cloudy
1/8/2017,2017,SanDiego,-3,cloudy
1/1/2017,2017,SanDiego,27,sunny
12/31/2017,2017,SanFrancisco,34,sunny
12/24/2017,2017,SanFrancisco,31,cloudy
12/17/2017,2017,SanFrancisco,9,raining
12/10/2017,2017,SanFrancisco,18,raining
12/3/2017,2017,SanFrancisco,1,raining
11/26/2017,2017,SanFrancisco,29,raining
11/19/2017,2017,SanFrancisco,8,raining
11/12/2017,2017,SanFrancisco,23,sunny
11/5/2017,2017,SanFrancisco,31,cloudy
10/29/2017,2017,SanFrancisco,-1,cloudy
10/22/2017,2017,SanFrancisco,-1,raining
10/15/2017,2017,SanFrancisco,20,cloudy
10/8/2017,2017,SanFrancisco,3,raining
10/1/2017,2017,SanFrancisco,4,cloudy
9/24/2017,2017,SanFrancisco,2,sunny
9/17/2017,2017,SanFrancisco,27,cloudy
9/10/2017,2017,SanFrancisco,-5,raining
9/3/2017,2017,SanFrancisco,15,raining
8/27/2017,2017,SanFrancisco,-2,sunny
8/20/2017,2017,SanFrancisco,8,cloudy
8/13/2017,2017,SanFrancisco,19,cloudy
8/6/2017,2017,SanFrancisco,26,raining
7/30/2017,2017,SanFrancisco,21,cloudy
7/23/2017,2017,SanFrancisco,22,raining
7/16/2017,2017,SanFrancisco,1,raining
7/9/2017,2017,SanFrancisco,1,cloudy
7/2/2017,2017,SanFrancisco,14,cloudy
6/25/2017,2017,SanFrancisco,-4,cloudy
6/18/2017,2017,SanFrancisco,10,raining
6/11/2017,2017,SanFrancisco,4,cloudy
6/4/2017,2017,SanFrancisco,28,cloudy
5/28/2017,2017,SanFrancisco,8,cloudy
5/21/2017,2017,SanFrancisco,27,raining
5/14/2017,2017,SanFrancisco,-5,raining
5/7/2017,2017,SanFrancisco,26,sunny
4/30/2017,2017,SanFrancisco,30,cloudy
4/23/2017,2017,SanFrancisco,27,cloudy
4/16/2017,2017,SanFrancisco,7,raining
4/9/2017,2017,SanFrancisco,3,raining
4/2/2017,2017,SanFrancisco,20,sunny
3/26/2017,2017,SanFrancisco,12,cloudy
3/19/2017,2017,SanFrancisco,30,raining
3/12/2017,2017,SanFrancisco,-2,cloudy
3/5/2017,2017,SanFrancisco,31,raining
2/26/2017,2017,SanFrancisco,10,raining
2/19/2017,2017,SanFrancisco,-4,sunny
2/12/2017,2017,SanFrancisco,17,sunny
2/5/2017,2017,SanFrancisco,26,sunny
1/29/2017,2017,SanFrancisco,20,sunny
1/22/2017,2017,SanFrancisco,16,sunny
1/15/2017,2017,SanFrancisco,19,sunny
1/8/2017,2017,SanFrancisco,35,sunny
1/1/2017,2017,SanFrancisco,20,raining
12/31/2017,2017,Seattle,24,cloudy
12/24/2017,2017,Seattle,30,sunny
12/17/2017,2017,Seattle,25,raining
12/10/2017,2017,Seattle,1,sunny
12/3/2017,2017,Seattle,-2,sunny
11/26/2017,2017,Seattle,34,sunny
11/19/2017,2017,Seattle,1,cloudy
11/12/2017,2017,Seattle,-5,sunny
11/5/2017,2017,Seattle,2,raining
10/29/2017,2017,Seattle,20,sunny
10/22/2017,2017,Seattle,-1,sunny
10/15/2017,2017,Seattle,27,raining
10/8/2017,2017,Seattle,10,cloudy
10/1/2017,2017,Seattle,4,cloudy
9/24/2017,2017,Seattle,15,raining
9/17/2017,2017,Seattle,34,sunny
9/10/2017,2017,Seattle,-4,sunny
9/3/2017,2017,Seattle,13,raining
8/27/2017,2017,Seattle,-2,cloudy
8/20/2017,2017,Seattle,-1,raining
8/13/2017,2017,Seattle,27,raining
8/6/2017,2017,Seattle,-3,raining
7/30/2017,2017,Seattle,35,raining
7/23/2017,2017,Seattle,30,sunny
7/16/2017,2017,Seattle,33,sunny
7/9/2017,2017,Seattle,-2,raining
7/2/2017,2017,Seattle,17,sunny
6/25/2017,2017,Seattle,29,sunny
6/18/2017,2017,Seattle,14,cloudy
6/11/2017,2017,Seattle,6,cloudy
6/4/2017,2017,Seattle,22,raining
5/28/2017,2017,Seattle,-4,sunny
5/21/2017,2017,Seattle,-2,cloudy
5/14/2017,2017,Seattle,28,raining
5/7/2017,2017,Seattle,7,sunny
4/30/2017,2017,Seattle,7,raining
4/23/2017,2017,Seattle,-3,cloudy
4/16/2017,2017,Seattle,31,raining
4/9/2017,2017,Seattle,16,raining
4/2/2017,2017,Seattle,4,sunny
3/26/2017,2017,Seattle,15,cloudy
3/19/2017,2017,Seattle,-1,raining
3/12/2017,2017,Seattle,32,cloudy
3/5/2017,2017,Seattle,0,raining
2/26/2017,2017,Seattle,20,sunny
2/19/2017,2017,Seattle,-5,sunny
2/12/2017,2017,Seattle,20,cloudy
2/5/2017,2017,Seattle,16,cloudy
1/29/2017,2017,Seattle,-2,sunny
1/22/2017,2017,Seattle,4,cloudy
1/15/2017,2017,Seattle,0,raining
1/8/2017,2017,Seattle,30,sunny
1/1/2017,2017,Seattle,15,raining
12/31/2017,2017,SouthCarolina,-5,raining
12/24/2017,2017,SouthCarolina,5,cloudy
12/17/2017,2017,SouthCarolina,3,cloudy
12/10/2017,2017,SouthCarolina,4,raining
12/3/2017,2017,SouthCarolina,13,raining
11/26/2017,2017,SouthCarolina,19,sunny
11/19/2017,2017,SouthCarolina,11,sunny
11/12/2017,2017,SouthCarolina,16,cloudy
11/5/2017,2017,SouthCarolina,33,sunny
10/29/2017,2017,SouthCarolina,-2,sunny
10/22/2017,2017,SouthCarolina,-4,raining
10/15/2017,2017,SouthCarolina,-3,cloudy
10/8/2017,2017,SouthCarolina,4,raining
10/1/2017,2017,SouthCarolina,33,sunny
9/24/2017,2017,SouthCarolina,11,raining
9/17/2017,2017,SouthCarolina,12,cloudy
9/10/2017,2017,SouthCarolina,-1,raining
9/3/2017,2017,SouthCarolina,2,raining
8/27/2017,2017,SouthCarolina,-1,cloudy
8/20/2017,2017,SouthCarolina,14,sunny
8/13/2017,2017,SouthCarolina,30,sunny
8/6/2017,2017,SouthCarolina,-5,cloudy
7/30/2017,2017,SouthCarolina,2,cloudy
7/23/2017,2017,SouthCarolina,33,sunny
7/16/2017,2017,SouthCarolina,35,cloudy
7/9/2017,2017,SouthCarolina,16,cloudy
7/2/2017,2017,SouthCarolina,31,cloudy
6/25/2017,2017,SouthCarolina,16,raining
6/18/2017,2017,SouthCarolina,-2,sunny
6/11/2017,2017,SouthCarolina,17,raining
6/4/2017,2017,SouthCarolina,0,raining
5/28/2017,2017,SouthCarolina,33,sunny
5/21/2017,2017,SouthCarolina,32,sunny
5/14/2017,2017,SouthCarolina,33,raining
5/7/2017,2017,SouthCarolina,0,raining
4/30/2017,2017,SouthCarolina,10,cloudy
4/23/2017,2017,SouthCarolina,17,raining
4/16/2017,2017,SouthCarolina,33,sunny
4/9/2017,2017,SouthCarolina,4,raining
4/2/2017,2017,SouthCarolina,3,cloudy
3/26/2017,2017,SouthCarolina,16,sunny
3/19/2017,2017,SouthCarolina,14,cloudy
3/12/2017,2017,SouthCarolina,2,cloudy
3/5/2017,2017,SouthCarolina,19,raining
2/26/2017,2017,SouthCarolina,34,sunny
2/19/2017,2017,SouthCarolina,-3,sunny
2/12/2017,2017,SouthCarolina,32,cloudy
2/5/2017,2017,SouthCarolina,21,raining
1/29/2017,2017,SouthCarolina,27,raining
1/22/2017,2017,SouthCarolina,19,raining
1/15/2017,2017,SouthCarolina,34,raining
1/8/2017,2017,SouthCarolina,20,raining
1/1/2017,2017,SouthCarolina,20,sunny
12/31/2017,2017,SouthCentral,9,sunny
12/24/2017,2017,SouthCentral,17,sunny
12/17/2017,2017,SouthCentral,22,cloudy
12/10/2017,2017,SouthCentral,1,raining
12/3/2017,2017,SouthCentral,24,cloudy
11/26/2017,2017,SouthCentral,9,cloudy
11/19/2017,2017,SouthCentral,28,raining
11/12/2017,2017,SouthCentral,0,cloudy
11/5/2017,2017,SouthCentral,23,raining
10/29/2017,2017,SouthCentral,19,cloudy
10/22/2017,2017,SouthCentral,3,cloudy
10/15/2017,2017,SouthCentral,9,cloudy
10/8/2017,2017,SouthCentral,19,cloudy
10/1/2017,2017,SouthCentral,23,raining
9/24/2017,2017,SouthCentral,27,sunny
9/17/2017,2017,SouthCentral,12,raining
9/10/2017,2017,SouthCentral,26,sunny
9/3/2017,2017,SouthCentral,17,sunny
8/27/2017,2017,SouthCentral,4,raining
8/20/2017,2017,SouthCentral,35,raining
8/13/2017,2017,SouthCentral,4,cloudy
8/6/2017,2017,SouthCentral,-3,raining
7/30/2017,2017,SouthCentral,24,cloudy
7/23/2017,2017,SouthCentral,18,raining
7/16/2017,2017,SouthCentral,7,raining
7/9/2017,2017,SouthCentral,26,sunny
7/2/2017,2017,SouthCentral,27,cloudy
6/25/2017,2017,SouthCentral,11,sunny
6/18/2017,2017,SouthCentral,23,sunny
6/11/2017,2017,SouthCentral,22,raining
6/4/2017,2017,SouthCentral,14,raining
5/28/2017,2017,SouthCentral,24,cloudy
5/21/2017,2017,SouthCentral,24,sunny
5/14/2017,2017,SouthCentral,10,raining
5/7/2017,2017,SouthCentral,24,raining
4/30/2017,2017,SouthCentral,24,sunny
4/23/2017,2017,SouthCentral,4,sunny
4/16/2017,2017,SouthCentral,13,raining
4/9/2017,2017,SouthCentral,4,cloudy
4/2/2017,2017,SouthCentral,35,sunny
3/26/2017,2017,SouthCentral,24,cloudy
3/19/2017,2017,SouthCentral,22,sunny
3/12/2017,2017,SouthCentral,11,raining
3/5/2017,2017,SouthCentral,34,raining
2/26/2017,2017,SouthCentral,35,raining
2/19/2017,2017,SouthCentral,11,raining
2/12/2017,2017,SouthCentral,26,sunny
2/5/2017,2017,SouthCentral,8,cloudy
1/29/2017,2017,SouthCentral,32,cloudy
1/22/2017,2017,SouthCentral,-3,cloudy
1/15/2017,2017,SouthCentral,-1,raining
1/8/2017,2017,SouthCentral,-2,sunny
1/1/2017,2017,SouthCentral,-2,sunny
12/31/2017,2017,Southeast,3,raining
12/24/2017,2017,Southeast,35,raining
12/17/2017,2017,Southeast,23,cloudy
12/10/2017,2017,Southeast,32,sunny
12/3/2017,2017,Southeast,24,cloudy
11/26/2017,2017,Southeast,23,sunny
11/19/2017,2017,Southeast,0,raining
11/12/2017,2017,Southeast,35,cloudy
11/5/2017,2017,Southeast,0,cloudy
10/29/2017,2017,Southeast,13,sunny
10/22/2017,2017,Southeast,30,raining
10/15/2017,2017,Southeast,-1,sunny
10/8/2017,2017,Southeast,13,raining
10/1/2017,2017,Southeast,10,cloudy
9/24/2017,2017,Southeast,30,sunny
9/17/2017,2017,Southeast,28,raining
9/10/2017,2017,Southeast,21,raining
9/3/2017,2017,Southeast,25,sunny
8/27/2017,2017,Southeast,3,sunny
8/20/2017,2017,Southeast,22,cloudy
8/13/2017,2017,Southeast,14,raining
8/6/2017,2017,Southeast,23,raining
7/30/2017,2017,Southeast,17,cloudy
7/23/2017,2017,Southeast,23,sunny
7/16/2017,2017,Southeast,34,raining
7/9/2017,2017,Southeast,12,raining
7/2/2017,2017,Southeast,31,cloudy
6/25/2017,2017,Southeast,6,cloudy
6/18/2017,2017,Southeast,23,cloudy
6/11/2017,2017,Southeast,-1,sunny
6/4/2017,2017,Southeast,7,sunny
5/28/2017,2017,Southeast,3,cloudy
5/21/2017,2017,Southeast,34,sunny
5/14/2017,2017,Southeast,24,raining
5/7/2017,2017,Southeast,35,cloudy
4/30/2017,2017,Southeast,-5,cloudy
4/23/2017,2017,Southeast,27,cloudy
4/16/2017,2017,Southeast,25,cloudy
4/9/2017,2017,Southeast,33,cloudy
4/2/2017,2017,Southeast,1,cloudy
3/26/2017,2017,Southeast,4,cloudy
3/19/2017,2017,Southeast,5,cloudy
3/12/2017,2017,Southeast,-2,raining
3/5/2017,2017,Southeast,26,sunny
2/26/2017,2017,Southeast,2,cloudy
2/19/2017,2017,Southeast,11,raining
2/12/2017,2017,Southeast,17,sunny
2/5/2017,2017,Southeast,10,raining
1/29/2017,2017,Southeast,35,raining
1/22/2017,2017,Southeast,11,sunny
1/15/2017,2017,Southeast,-5,sunny
1/8/2017,2017,Southeast,17,raining
1/1/2017,2017,Southeast,16,cloudy
12/31/2017,2017,Spokane,30,cloudy
12/24/2017,2017,Spokane,35,sunny
12/17/2017,2017,Spokane,5,cloudy
12/10/2017,2017,Spokane,16,sunny
12/3/2017,2017,Spokane,28,cloudy
11/26/2017,2017,Spokane,29,raining
11/19/2017,2017,Spokane,23,sunny
11/12/2017,2017,Spokane,17,raining
11/5/2017,2017,Spokane,21,raining
10/29/2017,2017,Spokane,-3,raining
10/22/2017,2017,Spokane,15,sunny
10/15/2017,2017,Spokane,30,cloudy
10/8/2017,2017,Spokane,24,raining
10/1/2017,2017,Spokane,6,sunny
9/24/2017,2017,Spokane,13,sunny
9/17/2017,2017,Spokane,34,raining
9/10/2017,2017,Spokane,23,cloudy
9/3/2017,2017,Spokane,27,sunny
8/27/2017,2017,Spokane,2,cloudy
8/20/2017,2017,Spokane,14,cloudy
8/13/2017,2017,Spokane,31,sunny
8/6/2017,2017,Spokane,-1,raining
7/30/2017,2017,Spokane,1,cloudy
7/23/2017,2017,Spokane,26,cloudy
7/16/2017,2017,Spokane,32,sunny
7/9/2017,2017,Spokane,-5,cloudy
7/2/2017,2017,Spokane,8,raining
6/25/2017,2017,Spokane,5,raining
6/18/2017,2017,Spokane,2,sunny
6/11/2017,2017,Spokane,29,raining
6/4/2017,2017,Spokane,25,cloudy
5/28/2017,2017,Spokane,-2,sunny
5/21/2017,2017,Spokane,9,raining
5/14/2017,2017,Spokane,4,sunny
5/7/2017,2017,Spokane,33,sunny
4/30/2017,2017,Spokane,20,raining
4/23/2017,2017,Spokane,18,cloudy
4/16/2017,2017,Spokane,12,raining
4/9/2017,2017,Spokane,31,raining
4/2/2017,2017,Spokane,22,cloudy
3/26/2017,2017,Spokane,29,raining
3/19/2017,2017,Spokane,18,cloudy
3/12/2017,2017,Spokane,32,sunny
3/5/2017,2017,Spokane,15,raining
2/26/2017,2017,Spokane,33,raining
2/19/2017,2017,Spokane,30,sunny
2/12/2017,2017,Spokane,0,sunny
2/5/2017,2017,Spokane,-2,sunny
1/29/2017,2017,Spokane,2,raining
1/22/2017,2017,Spokane,-3,cloudy
1/15/2017,2017,Spokane,30,cloudy
1/8/2017,2017,Spokane,26,raining
1/1/2017,2017,Spokane,24,sunny
12/31/2017,2017,StLouis,35,raining
12/24/2017,2017,StLouis,30,raining
12/17/2017,2017,StLouis,2,sunny
12/10/2017,2017,StLouis,2,raining
12/3/2017,2017,StLouis,18,raining
11/26/2017,2017,StLouis,7,sunny
11/19/2017,2017,StLouis,-5,cloudy
11/12/2017,2017,StLouis,30,cloudy
11/5/2017,2017,StLouis,11,sunny
10/29/2017,2017,StLouis,22,raining
10/22/2017,2017,StLouis,1,cloudy
10/15/2017,2017,StLouis,-1,raining
10/8/2017,2017,StLouis,4,cloudy
10/1/2017,2017,StLouis,8,sunny
9/24/2017,2017,StLouis,9,raining
9/17/2017,2017,StLouis,-1,sunny
9/10/2017,2017,StLouis,-1,raining
9/3/2017,2017,StLouis,11,cloudy
8/27/2017,2017,StLouis,14,cloudy
8/20/2017,2017,StLouis,15,raining
8/13/2017,2017,StLouis,19,sunny
8/6/2017,2017,StLouis,2,cloudy
7/30/2017,2017,StLouis,10,cloudy
7/23/2017,2017,StLouis,13,sunny
7/16/2017,2017,StLouis,9,sunny
7/9/2017,2017,StLouis,24,sunny
7/2/2017,2017,StLouis,23,cloudy
6/25/2017,2017,StLouis,0,cloudy
6/18/2017,2017,StLouis,29,sunny
6/11/2017,2017,StLouis,11,raining
6/4/2017,2017,StLouis,15,sunny
5/28/2017,2017,StLouis,3,raining
5/21/2017,2017,StLouis,26,sunny
5/14/2017,2017,StLouis,4,sunny
5/7/2017,2017,StLouis,30,raining
4/30/2017,2017,StLouis,26,sunny
4/23/2017,2017,StLouis,16,cloudy
4/16/2017,2017,StLouis,-5,sunny
4/9/2017,2017,StLouis,-3,cloudy
4/2/2017,2017,StLouis,-3,cloudy
3/26/2017,2017,StLouis,-5,raining
3/19/2017,2017,StLouis,-2,raining
3/12/2017,2017,StLouis,13,raining
3/5/2017,2017,StLouis,9,cloudy
2/26/2017,2017,StLouis,16,cloudy
2/19/2017,2017,StLouis,24,raining
2/12/2017,2017,StLouis,16,raining
2/5/2017,2017,StLouis,28,sunny
1/29/2017,2017,StLouis,26,raining
1/22/2017,2017,StLouis,4,raining
1/15/2017,2017,StLouis,14,cloudy
1/8/2017,2017,StLouis,11,raining
1/1/2017,2017,StLouis,1,cloudy
12/31/2017,2017,Syracuse,4,cloudy
12/24/2017,2017,Syracuse,24,raining
12/17/2017,2017,Syracuse,28,sunny
12/10/2017,2017,Syracuse,13,sunny
12/3/2017,2017,Syracuse,7,raining
11/26/2017,2017,Syracuse,32,cloudy
11/19/2017,2017,Syracuse,13,cloudy
11/12/2017,2017,Syracuse,2,raining
11/5/2017,2017,Syracuse,13,cloudy
10/29/2017,2017,Syracuse,31,cloudy
10/22/2017,2017,Syracuse,11,raining
10/15/2017,2017,Syracuse,20,raining
10/8/2017,2017,Syracuse,15,raining
10/1/2017,2017,Syracuse,35,raining
9/24/2017,2017,Syracuse,3,raining
9/17/2017,2017,Syracuse,0,sunny
9/10/2017,2017,Syracuse,22,sunny
9/3/2017,2017,Syracuse,35,raining
8/27/2017,2017,Syracuse,32,raining
8/20/2017,2017,Syracuse,21,cloudy
8/13/2017,2017,Syracuse,20,sunny
8/6/2017,2017,Syracuse,18,cloudy
7/30/2017,2017,Syracuse,-2,sunny
7/23/2017,2017,Syracuse,28,sunny
7/16/2017,2017,Syracuse,8,sunny
7/9/2017,2017,Syracuse,34,sunny
7/2/2017,2017,Syracuse,23,sunny
6/25/2017,2017,Syracuse,14,sunny
6/18/2017,2017,Syracuse,31,cloudy
6/11/2017,2017,Syracuse,27,raining
6/4/2017,2017,Syracuse,20,raining
5/28/2017,2017,Syracuse,11,cloudy
5/21/2017,2017,Syracuse,28,raining
5/14/2017,2017,Syracuse,31,sunny
5/7/2017,2017,Syracuse,24,raining
4/30/2017,2017,Syracuse,8,sunny
4/23/2017,2017,Syracuse,22,raining
4/16/2017,2017,Syracuse,-1,sunny
4/9/2017,2017,Syracuse,15,raining
4/2/2017,2017,Syracuse,19,raining
3/26/2017,2017,Syracuse,7,cloudy
3/19/2017,2017,Syracuse,32,sunny
3/12/2017,2017,Syracuse,5,sunny
3/5/2017,2017,Syracuse,30,cloudy
2/26/2017,2017,Syracuse,9,raining
2/19/2017,2017,Syracuse,2,sunny
2/12/2017,2017,Syracuse,28,raining
2/5/2017,2017,Syracuse,3,sunny
1/29/2017,2017,Syracuse,33,sunny
1/22/2017,2017,Syracuse,35,cloudy
1/15/2017,2017,Syracuse,15,sunny
1/8/2017,2017,Syracuse,32,sunny
1/1/2017,2017,Syracuse,5,raining
12/31/2017,2017,Tampa,-2,cloudy
12/24/2017,2017,Tampa,-1,raining
12/17/2017,2017,Tampa,10,sunny
12/10/2017,2017,Tampa,16,cloudy
12/3/2017,2017,Tampa,25,sunny
11/26/2017,2017,Tampa,-5,cloudy
11/19/2017,2017,Tampa,-4,raining
11/12/2017,2017,Tampa,17,raining
11/5/2017,2017,Tampa,17,cloudy
10/29/2017,2017,Tampa,22,cloudy
10/22/2017,2017,Tampa,26,raining
10/15/2017,2017,Tampa,18,raining
10/8/2017,2017,Tampa,5,raining
10/1/2017,2017,Tampa,5,sunny
9/24/2017,2017,Tampa,8,cloudy
9/17/2017,2017,Tampa,7,sunny
9/10/2017,2017,Tampa,28,sunny
9/3/2017,2017,Tampa,16,sunny
8/27/2017,2017,Tampa,22,raining
8/20/2017,2017,Tampa,32,cloudy
8/13/2017,2017,Tampa,23,cloudy
8/6/2017,2017,Tampa,1,cloudy
7/30/2017,2017,Tampa,12,sunny
7/23/2017,2017,Tampa,30,cloudy
7/16/2017,2017,Tampa,24,sunny
7/9/2017,2017,Tampa,31,sunny
7/2/2017,2017,Tampa,10,cloudy
6/25/2017,2017,Tampa,11,sunny
6/18/2017,2017,Tampa,18,raining
6/11/2017,2017,Tampa,1,sunny
6/4/2017,2017,Tampa,-4,sunny
5/28/2017,2017,Tampa,31,sunny
5/21/2017,2017,Tampa,10,sunny
5/14/2017,2017,Tampa,22,sunny
5/7/2017,2017,Tampa,14,cloudy
4/30/2017,2017,Tampa,11,raining
4/23/2017,2017,Tampa,9,cloudy
4/16/2017,2017,Tampa,2,cloudy
4/9/2017,2017,Tampa,7,cloudy
4/2/2017,2017,Tampa,20,cloudy
3/26/2017,2017,Tampa,6,cloudy
3/19/2017,2017,Tampa,8,cloudy
3/12/2017,2017,Tampa,14,sunny
3/5/2017,2017,Tampa,23,raining
2/26/2017,2017,Tampa,14,sunny
2/19/2017,2017,Tampa,30,sunny
2/12/2017,2017,Tampa,13,sunny
2/5/2017,2017,Tampa,35,raining
1/29/2017,2017,Tampa,3,sunny
1/22/2017,2017,Tampa,15,sunny
1/15/2017,2017,Tampa,35,raining
1/8/2017,2017,Tampa,33,raining
1/1/2017,2017,Tampa,1,cloudy
12/31/2017,2017,TotalUS,2,raining
12/24/2017,2017,TotalUS,21,raining
12/17/2017,2017,TotalUS,35,sunny
12/10/2017,2017,TotalUS,16,raining
12/3/2017,2017,TotalUS,-4,raining
11/26/2017,2017,TotalUS,20,raining
11/19/2017,2017,TotalUS,10,raining
11/12/2017,2017,TotalUS,35,cloudy
11/5/2017,2017,TotalUS,26,cloudy
10/29/2017,2017,TotalUS,21,cloudy
10/22/2017,2017,TotalUS,32,sunny
10/15/2017,2017,TotalUS,1,cloudy
10/8/2017,2017,TotalUS,31,raining
10/1/2017,2017,TotalUS,12,cloudy
9/24/2017,2017,TotalUS,25,sunny
9/17/2017,2017,TotalUS,-1,cloudy
9/10/2017,2017,TotalUS,31,sunny
9/3/2017,2017,TotalUS,22,sunny
8/27/2017,2017,TotalUS,3,cloudy
8/20/2017,2017,TotalUS,35,sunny
8/13/2017,2017,TotalUS,24,cloudy
8/6/2017,2017,TotalUS,14,cloudy
7/30/2017,2017,TotalUS,0,sunny
7/23/2017,2017,TotalUS,31,sunny
7/16/2017,2017,TotalUS,10,raining
7/9/2017,2017,TotalUS,31,cloudy
7/2/2017,2017,TotalUS,-2,sunny
6/25/2017,2017,TotalUS,4,cloudy
6/18/2017,2017,TotalUS,0,sunny
6/11/2017,2017,TotalUS,16,sunny
6/4/2017,2017,TotalUS,-1,cloudy
5/28/2017,2017,TotalUS,19,cloudy
5/21/2017,2017,TotalUS,3,raining
5/14/2017,2017,TotalUS,6,cloudy
5/7/2017,2017,TotalUS,4,sunny
4/30/2017,2017,TotalUS,7,raining
4/23/2017,2017,TotalUS,5,raining
4/16/2017,2017,TotalUS,13,raining
4/9/2017,2017,TotalUS,0,sunny
4/2/2017,2017,TotalUS,19,raining
3/26/2017,2017,TotalUS,26,cloudy
3/19/2017,2017,TotalUS,10,cloudy
3/12/2017,2017,TotalUS,7,cloudy
3/5/2017,2017,TotalUS,31,raining
2/26/2017,2017,TotalUS,15,raining
2/19/2017,2017,TotalUS,1,raining
2/12/2017,2017,TotalUS,5,sunny
2/5/2017,2017,TotalUS,21,raining
1/29/2017,2017,TotalUS,-1,raining
1/22/2017,2017,TotalUS,18,raining
1/15/2017,2017,TotalUS,16,sunny
1/8/2017,2017,TotalUS,18,cloudy
1/1/2017,2017,TotalUS,32,sunny
12/31/2017,2017,West,35,raining
12/24/2017,2017,West,0,cloudy
12/17/2017,2017,West,-4,cloudy
12/10/2017,2017,West,5,sunny
12/3/2017,2017,West,2,cloudy
11/26/2017,2017,West,18,sunny
11/19/2017,2017,West,26,cloudy
11/12/2017,2017,West,24,sunny
11/5/2017,2017,West,11,cloudy
10/29/2017,2017,West,34,raining
10/22/2017,2017,West,-1,cloudy
10/15/2017,2017,West,20,raining
10/8/2017,2017,West,-1,raining
10/1/2017,2017,West,10,raining
9/24/2017,2017,West,5,raining
9/17/2017,2017,West,22,raining
9/10/2017,2017,West,-4,sunny
9/3/2017,2017,West,10,sunny
8/27/2017,2017,West,27,raining
8/20/2017,2017,West,31,sunny
8/13/2017,2017,West,6,sunny
8/6/2017,2017,West,19,sunny
7/30/2017,2017,West,13,cloudy
7/23/2017,2017,West,18,raining
7/16/2017,2017,West,30,sunny
7/9/2017,2017,West,19,cloudy
7/2/2017,2017,West,1,sunny
6/25/2017,2017,West,24,raining
6/18/2017,2017,West,16,sunny
6/11/2017,2017,West,7,raining
6/4/2017,2017,West,9,sunny
5/28/2017,2017,West,-3,cloudy
5/21/2017,2017,West,0,raining
5/14/2017,2017,West,12,sunny
5/7/2017,2017,West,32,raining
4/30/2017,2017,West,29,raining
4/23/2017,2017,West,25,cloudy
4/16/2017,2017,West,26,cloudy
4/9/2017,2017,West,28,cloudy
4/2/2017,2017,West,33,sunny
3/26/2017,2017,West,20,raining
3/19/2017,2017,West,-4,sunny
3/12/2017,2017,West,5,cloudy
3/5/2017,2017,West,28,raining
2/26/2017,2017,West,32,sunny
2/19/2017,2017,West,33,sunny
2/12/2017,2017,West,18,sunny
2/5/2017,2017,West,-3,raining
1/29/2017,2017,West,13,sunny
1/22/2017,2017,West,19,sunny
1/15/2017,2017,West,2,sunny
1/8/2017,2017,West,14,raining
1/1/2017,2017,West,19,cloudy
12/31/2017,2017,WestTexNewMexico,26,raining
12/24/2017,2017,WestTexNewMexico,8,raining
12/17/2017,2017,WestTexNewMexico,2,sunny
12/10/2017,2017,WestTexNewMexico,22,sunny
12/3/2017,2017,WestTexNewMexico,25,raining
11/26/2017,2017,WestTexNewMexico,18,cloudy
11/19/2017,2017,WestTexNewMexico,-3,raining
11/12/2017,2017,WestTexNewMexico,17,raining
11/5/2017,2017,WestTexNewMexico,32,cloudy
10/29/2017,2017,WestTexNewMexico,4,cloudy
10/22/2017,2017,WestTexNewMexico,5,sunny
10/15/2017,2017,WestTexNewMexico,4,sunny
10/8/2017,2017,WestTexNewMexico,13,cloudy
10/1/2017,2017,WestTexNewMexico,7,cloudy
9/24/2017,2017,WestTexNewMexico,-2,sunny
9/17/2017,2017,WestTexNewMexico,21,cloudy
9/10/2017,2017,WestTexNewMexico,35,cloudy
9/3/2017,2017,WestTexNewMexico,8,sunny
8/27/2017,2017,WestTexNewMexico,8,sunny
8/20/2017,2017,WestTexNewMexico,33,sunny
